Gene_acc,Gene_id,PG.ProteinAccessions,CAS9.1,CAS9.2,CAS9.3,H4ALL.1,H4ALL.2,H4ALL.3,Desc
26,Tb09.v4.0013,Tb09.v4.0013:mRNA-p1,19.076448817174303,20.709492153758877,20.13024658414423,18.60803006931059,20.101061659404955,19.669402404590638,"retrotransposon hot spot (RHS) protein, putative"
27,Tb09.v4.0014,Tb09.v4.0014:mRNA-p1;Tb09.v4.0110:mRNA-p1;Tb927.9.15850:mRNA-p1,15.887195323808585,15.89012787328915,15.896748965511158,16.099777346259923,16.215640676249144,15.984300583562304,hypothetical protein
28,Tb09.v4.0015,Tb09.v4.0015:mRNA-p1,15.505393625228397,15.083534350586234,15.702249110531838,15.329257644122938,14.680354801476541,14.906046946064897,hypothetical protein
29,Tb09.v4.0016,Tb09.v4.0016:mRNA-p1;Tb11.v5.0463.1-p1,17.434065812298915,17.671077339618517,17.408831936845452,17.28506279984057,17.460761713251234,17.472961981385307,"expression site-associated gene (ESAG) protein, putative"
34,Tb09.v4.0119,Tb09.v4.0119:pseudogenic_transcript-p1,10.18952975520991,10.789732725346521,10.96668973540333,9.710150284395299,9.01565852338289,10.529489534378998,"variant surface glycoprotein (VSG, pseudogene), putative"
35,Tb09.v4.0150,Tb09.v4.0150:pseudogenic_transcript-p1,16.187722219696397,16.005514219108502,16.106503197504775,15.987313460896843,15.789907407934999,15.925965546628099,"variant surface glycoprotein (VSG, pseudogene), putative"
36,Tb09.v4.0160,Tb09.v4.0160:pseudogenic_transcript-p1,16.40182285456252,17.20821470769797,17.121873683001073,16.27786358132077,16.61136999512278,16.602160014312258,"expression site-associated gene 3 (ESAG3, pseudogene), putative"
38,Tb10.v4.0033,Tb10.v4.0033:mRNA-p1;Tb927.10.4430:mRNA-p1,16.835627455105925,16.728481177762212,16.646156336094794,16.849290839539293,16.8889436811171,16.90340270222187,pumillo RNA binding protein PUF1
39,Tb10.v4.0034,Tb10.v4.0034:mRNA-p1;Tb927.10.4440:mRNA-p1,15.932077029715208,16.026684516139085,15.937487241142144,16.154614177525843,16.07866764185819,16.063159535195975,predicted SAP domain protein
40,Tb10.v4.0035,Tb10.v4.0035:mRNA-p1;Tb927.10.4450:mRNA-p1,19.883668004943285,19.704477084678434,19.97633940149104,20.051307200771927,19.83135025581419,20.020680062692552,"stress-inducible protein STI1-like, putative"
41,Tb10.v4.0036,Tb10.v4.0036:mRNA-p1;Tb927.10.4460:mRNA-p1,17.869225480158132,18.098935810958757,17.885877219396097,17.754161782187897,17.961853613883473,17.88360340724845,"leucine carboxyl methyltransferase, putative"
42,Tb10.v4.0037,Tb10.v4.0037:mRNA-p1;Tb927.10.4470:mRNA-p1,17.210725141858394,17.17301767768103,17.05124479325971,17.25885726925558,17.21208117136115,17.18191732195871,"hypothetical protein, conserved"
44,Tb10.v4.0039,Tb10.v4.0039:mRNA-p1;Tb927.10.4490:mRNA-p1,17.422300929663997,17.6678964595654,17.329110070348833,17.344130490281884,17.470579318195266,17.275262343815474,"hypothetical protein, conserved"
45,Tb10.v4.0040,Tb10.v4.0040:mRNA-p1;Tb927.10.4500:mRNA-p1,17.51575288690804,17.842052671062866,17.55460337133135,17.431102991956408,17.54725746499237,17.555203116102646,cap guanine-N7 methyltransferase
46,Tb10.v4.0041,Tb10.v4.0041:mRNA-p1,18.407268931396036,18.634608453796936,18.345535597597355,18.34525254659656,18.419833681447862,18.363758333988862,"PUB domain containing protein, putative"
47,Tb10.v4.0043,Tb10.v4.0043:mRNA-p1;Tb11.v5.1012.1-p1;Tb927.10.4330:mRNA-p1,15.675647622739396,15.710069020090012,15.584984055719039,15.374744204318214,15.723261803205565,15.439008548321024,"2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative"
48,Tb10.v4.0044,Tb10.v4.0044:mRNA-p1;Tb927.10.4320:mRNA-p1,15.230236414854943,15.33423795369661,15.27266722749103,15.312333336830436,15.304222210162605,15.36667105711527,"hypothetical protein, conserved"
49,Tb10.v4.0045,Tb10.v4.0045:mRNA-p1;Tb927.10.4310:mRNA-p1,18.53704299071862,18.698777037572544,18.324878087697005,18.706328961877404,18.630309346420997,18.596361533032585,"prohibitin 2, putative"
53,Tb10.v4.0246,Tb10.v4.0246:mRNA-p1;Tb927.10.6900:mRNA-p1,16.950276086904516,16.894173207578042,16.894517771253312,17.043210560139716,16.84996911615033,16.979842077600964,base J-associated glucosyltransferase
54,Tb11.01.2730,Tb11.01.2730.1-p1,17.211161694009252,17.118339923809202,17.383240214828163,17.25257564230708,17.199699899235767,17.217015326084308,"hypothetical protein, conserved"
55,Tb11.01.6250,Tb11.01.6250:mRNA-p1,16.604123125723618,16.727687941243268,16.56116905711668,16.568662199753952,16.835371959231036,16.559383626080557,"expression site-associated gene 11 (ESAG11) protein, putative"
56,Tb11.02.5070b,Tb11.02.5070b.1-p1;Tb927.11.7212:mRNA-p1,15.818775242227812,16.07264227677661,15.742167862416926,15.911656037591477,15.589413989621333,15.459682003648078,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
57,Tb11.02.5080b,Tb11.02.5080b.1-p1;Tb927.11.7213:mRNA-p1,18.840690634038836,19.05785029897899,18.682595388108854,18.969846442686936,18.99412577051958,18.92590118596319,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
58,Tb11.02.5090,Tb11.02.5090.1-p1;Tb11.02.5090b.1-p1,16.746648704004965,16.41124434126961,16.68800010417161,16.459415608527145,16.562487466857558,16.47027731348751,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene"
62,Tb11.02.5380,Tb11.02.5380.1-p1;Tb11.02.5380b.1-p1,19.04886398996096,18.31115016445235,19.000562961346635,19.011158482054903,18.583508514884944,18.859804518823257,"exosome complex exonuclease RRP44p homologue, putative"
63,Tb11.02.5390,Tb11.02.5390:mRNA-p1;Tb11.02.5390b.1-p1,16.116213221229707,15.777562547170014,16.16376851098327,16.056555858738392,15.77177990125237,16.086941052706,"mRNA processing protein, putative"
64,Tb11.02.5410,Tb11.02.5410:mRNA-p1;Tb11.02.5410b:mRNA-p1,16.99862864670938,16.893656670562837,16.964118288890802,17.165561975513246,16.830663263502984,16.967793359545997,"ubiquitin activating enzyme, putative"
65,Tb11.02.5420,Tb11.02.5420:mRNA-p1;Tb11.02.5420b.1-p1,20.323746112602798,20.29006920345309,20.275197114184728,20.27211033000286,20.16632232410428,20.21287957629379,"NADPH-cytochrome p450 reductase, putative"
66,Tb11.02.5430,Tb11.02.5430:mRNA-p1;Tb11.02.5430b.1-p1,14.9737465817522,14.955056277962093,14.684832928325614,15.074538228003028,15.011151997052016,15.128258540822502,"hypothetical protein, conserved"
67,Tb11.0290,Tb11.0290:mRNA-p1;Tb11.0390:mRNA-p1;Tb927.11.7705:mRNA-p1;Tb927.6.4980:mRNA-p1,22.579111036613426,22.44494548658373,22.57699816963077,23.00112793713184,22.82158248586894,22.819212857497234,40S ribosomal protein S14
68,Tb11.0330,Tb11.0330:mRNA-p1;Tb927.11.7670.1-p1,15.484382735882084,15.63104013626934,15.33752554170652,15.44459939835875,15.575847695285471,15.701363366125355,"Cornifin (SPRR) family, putative"
69,Tb11.0350,Tb11.0350:mRNA-p1;Tb927.11.7650.1-p1,18.825114260588844,18.570398088056017,18.65406027791017,18.820910880993875,18.745863653158477,18.674451452398763,hypothetical protein
71,Tb11.0520,Tb11.0520:mRNA-p1;Tb927.10.1130:mRNA-p1,17.418048179655145,17.327451771190944,17.548232206629088,17.604091219208865,17.45084249118134,17.585033699781697,"dynein arm light chain, axonemal, putative"
72,Tb11.0530,Tb11.0530:mRNA-p1;Tb927.10.1140:mRNA-p1,16.178022110629765,15.913551972340697,16.238443518044274,16.036161368647132,16.079766011946383,16.20841298826236,epsilon tubulin
73,Tb11.0540,Tb11.0540:mRNA-p1;Tb927.10.1150:mRNA-p1,13.078356390788285,13.217682342237689,12.588687189570368,12.469827851176339,13.126397428680832,12.732567319580877,"hypothetical protein, conserved"
74,Tb11.0840,Tb11.0840:mRNA-p1,13.945272985045454,13.7118307877376,13.561886432633713,14.43531583529356,13.799721434752453,14.2211126961026,hypothetical protein
75,Tb11.0845,Tb11.0845:mRNA-p1;Tb927.11.18680:mRNA-p1;Tb927.11.715:mRNA-p1,22.353529558668253,22.39371723912726,22.22581199953087,22.303025394243754,22.274110230362847,22.287672084965088,"dynein light chain LC8, putative"
76,Tb11.1220,Tb11.1220:mRNA-p1;Tb11.v5.0996.1-p1,20.60054043878941,20.776875147974152,20.578719802148775,20.76816332065111,20.78215389213897,20.648459843019953,"hypothetical protein, conserved"
77,Tb11.1240,Tb11.1240:mRNA-p1;Tb11.v5.0998.1-p1;Tb927.10.15270:mRNA-p1,19.341465072993216,19.777825879790004,19.864854434004094,19.297717999563034,20.06747276639152,19.820948265481878,"metallo- peptidase, Clan MG, Family M24"
78,Tb11.1370.1-p1,Tb11.1370.1-p1;Tb11.1420:mRNA-p1;Tb927.11.1850:mRNA-p1,18.334974691023582,17.007660713900595,17.458767299983105,17.260373876288146,16.68088325175181,16.732639460524947,"hypothetical protein, conserved"
79,Tb11.1380.1-p1,Tb11.1380.1-p1;Tb927.11.1840:mRNA-p1,21.905651605202255,21.79724988366334,21.951319225044614,22.06724970400588,21.792254418614764,21.863148951248483,"hypothetical protein, conserved"
80,Tb11.1780.1-p1,Tb11.1780.1-p1,21.147430247689776,21.458102049320836,20.919386469952617,20.88981140408104,20.886747811269565,20.85680410645506,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative"
81,Tb11.1790.1-p1,Tb11.1790.1-p1,18.709471013735754,18.437889957381422,18.70348593747519,18.766598461366186,18.5631047804563,18.652876913138144,"retrotransposon hot spot protein (RHS, pseudogene), putative"
82,Tb11.1800,Tb11.1800:pseudogenic_transcript-p1;Tb11.v5.0442.1-p1,18.811488861737676,18.791648998109597,18.770365573475953,18.97422603799913,18.839997315570145,18.80672798280006,"retrotransposon hot spot protein, RHS3, putative"
83,Tb11.v5.0150,Tb11.v5.0150.1-p1;Tb927.7.4650:mRNA-p1,15.489816853011053,15.340655726770596,15.494410785719074,15.03975125507609,15.418379719364957,15.41117217523914,J Biosynthesis Protein 2
84,Tb11.v5.0152,Tb11.v5.0152.1-p1;Tb927.7.4670:mRNA-p1,17.223348917385092,17.115377252348246,17.137349387791623,17.281693496472844,17.272675484644854,17.335499533455714,ribosomal RNA processing protein 4
85,Tb11.v5.0153,Tb11.v5.0153.1-p1;Tb927.7.4690:mRNA-p1,16.669042263334703,16.25707472385455,16.723816737837403,16.74017726671508,16.33471615298173,16.647822568555295,hypothetical protein
87,Tb11.v5.0157,Tb11.v5.0157.1-p1;Tb927.7.4740:mRNA-p1,18.2400507513997,17.250427241562573,17.981533139455536,18.431546445009744,17.277570766448378,18.249694629648452,"hypothetical protein, conserved"
88,Tb11.v5.0158,Tb11.v5.0158.1-p1;Tb927.7.4750:mRNA-p1,18.29471188586359,17.874575618150345,18.546388642906447,18.247493255261837,18.001365755497474,18.187159486977233,"hypothetical protein, conserved"
89,Tb11.v5.0160,Tb11.v5.0160.1-p1;Tb927.7.4770:mRNA-p1,22.334329077478493,22.32347785778108,22.293471648838135,22.388035553380664,22.356144449785617,22.26344716247272,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative"
91,Tb11.v5.0162,Tb11.v5.0162.1-p1;Tb927.7.4790:mRNA-p1,20.355242065281896,20.174634065669363,20.20426650107958,20.514230301873393,20.47383603063319,20.401355063918704,proteasome beta 6 subunit
92,Tb11.v5.0163,Tb11.v5.0163.1-p1;Tb927.7.4810:mRNA-p1,18.09067376279572,17.70583537439881,18.177344864100636,18.01978243485433,17.818459207120796,18.071010068079982,"HD domain containing protein, putative"
93,Tb11.v5.0164,Tb11.v5.0164.1-p1;Tb927.7.4820:mRNA-p1,16.35667185617492,16.298595416083074,16.654291632921563,16.550772849462504,16.519853015300615,16.360069981031437,"Trm112p-like protein, putative"
94,Tb11.v5.0166,Tb11.v5.0166.1-p1;Tb927.7.4840:mRNA-p1,16.3770209014937,16.340091590678153,16.355300547868918,16.74446289098748,16.385943872358286,16.47283657828231,"hypothetical protein, conserved"
96,Tb11.v5.0168,Tb11.v5.0168.1-p1;Tb927.7.4860:mRNA-p1,14.653169263785076,15.062345444646406,14.411246410493234,14.70837477887209,14.854106495845897,14.800917076488906,kinetoplastid kinetochore protein 13
97,Tb11.v5.0169,Tb11.v5.0169.1-p1;Tb927.7.4870:mRNA-p1,18.84709186022498,18.577179854913343,18.905572377135183,18.900282725909637,18.663145673710943,18.83208590096108,"hypothetical protein, conserved"
98,Tb11.v5.0170,Tb11.v5.0170.1-p1;Tb927.7.4890:mRNA-p1,15.336057974220546,15.503987042071484,14.894828677661442,15.471565079281104,15.707462140251096,15.521821818461142,Present in the outer mitochondrial membrane proteome 34
99,Tb11.v5.0171,Tb11.v5.0171.1-p1;Tb927.7.4900:mRNA-p1,19.059913942057733,18.810628114423476,19.264324615863124,18.722459124302173,18.76452226314882,18.885592583712093,5'-3' exoribonuclease A
100,Tb11.v5.0172,Tb11.v5.0172.1-p1;Tb927.7.4910:mRNA-p1,19.4541386138954,19.410786840662087,19.50256245527884,19.616250322874677,19.545608140634773,19.57037816714709,"hypothetical protein, conserved"
102,Tb11.v5.0177,Tb11.v5.0177.1-p1;Tb927.7.4960:mRNA-p1,17.00224280135279,17.253577020087423,16.990860502653522,16.919711518967436,17.04648924303028,16.973572656303805,"hypothetical protein, conserved"
103,Tb11.v5.0180,Tb11.v5.0180.1-p1;Tb927.7.4990:mRNA-p1,18.032298348147492,18.193482497851832,17.901249281233444,17.874140499820687,17.951740394935534,17.917770139316286,"hypothetical protein, conserved"
104,Tb11.v5.0181,Tb11.v5.0181.1-p1;Tb11.v5.0182.1-p1;Tb927.7.5000:mRNA-p1;Tb927.7.5020:mRNA-p1,23.5568644283967,23.646060066133813,23.527987587653882,23.860598448805117,23.79087414621362,23.695681454557445,"60S ribosomal protein L19, putative"
105,Tb11.v5.0183,Tb11.v5.0183.1-p1;Tb927.7.5030:mRNA-p1,20.818097549162342,20.76396484420299,20.753556277508256,20.840898046131322,20.736454680840346,20.771822609835777,"hypothetical protein, conserved"
106,Tb11.v5.0184,Tb11.v5.0184.1-p1;Tb927.7.5040:mRNA-p1,13.031385372700772,13.366332087058513,12.201229091827948,12.903520112617718,12.541847902162038,12.726221278164148,"kinesin, putative"
107,Tb11.v5.0185,Tb11.v5.0185.1-p1;Tb927.7.5050:mRNA-p1,17.827995046599913,19.51703916988965,17.925970253624534,17.594994942888356,17.730585189900918,17.44092833436847,"hypothetical protein, conserved"
108,Tb11.v5.0187,Tb11.v5.0187.1-p1;Tb927.7.5070:mRNA-p1,15.462197074106845,14.448432815282397,14.923942017323316,15.532162083987437,14.709598690554133,14.931814167248955,hypothetical protein
109,Tb11.v5.0188,Tb11.v5.0188.1-p1;Tb927.7.5080:mRNA-p1,13.236049238287235,13.754077860968197,13.06775618149515,11.612914941962876,12.53909371513074,12.252115921620899,ATP-NAD kinase-like protein
110,Tb11.v5.0190,Tb11.v5.0190.1-p1;Tb927.10.5950:mRNA-p1,16.197726032793984,16.08186600249496,16.093795849544517,15.239789921721197,15.815714857059074,16.303320893429614,"Serine/threonine-protein kinase NEK17, putative"
111,Tb11.v5.0191,Tb11.v5.0191.1-p1;Tb927.10.5960:mRNA-p1,17.078199029527635,16.960900415605987,17.32348967743533,17.227422488260157,16.95473998378858,17.030547591842538,"engulfment and cell motility domain 2, putative"
112,Tb11.v5.0193,Tb11.v5.0193.1-p1;Tb927.10.5990:mRNA-p1,18.3159834257446,18.332140379984505,18.22778925250093,17.941816428083392,17.967051369541647,17.957903262342054,"Centrosomal protein of 57 kDa, putative"
113,Tb11.v5.0194,Tb11.v5.0194.1-p1;Tb927.10.6000:mRNA-p1,19.40190316962136,19.310887875670637,19.582839590896963,18.98237409752085,19.205563288664575,19.32391374654056,"hypothetical protein, conserved"
114,Tb11.v5.0196,Tb11.v5.0196.1-p1,20.091415531412608,19.874681141309264,19.996944246036715,20.26287795046584,20.147804569023887,20.045650692183884,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
116,Tb11.v5.0199,Tb11.v5.0199.1-p1;Tb927.10.6060:mRNA-p1,21.155660257164566,21.50673008692611,21.182514685327718,21.46397867112947,21.489219068210954,21.499608580918444,universal minicircle sequence binding protein 2
117,Tb11.v5.0200,Tb11.v5.0200.1-p1;Tb927.10.6080:mRNA-p1,22.75793024411246,22.621469510126108,22.747302808857015,22.880161194179873,22.676512706563692,22.66673208618022,"proteasome subunit beta type-5, putative"
119,Tb11.v5.0203,Tb11.v5.0203.1-p1;Tb927.10.6110:mRNA-p1,17.214922187115405,17.398190730296857,17.17521861122114,16.98569595264317,17.322095114769613,17.06349284384454,"hypothetical protein, conserved"
120,Tb11.v5.0204,Tb11.v5.0204.1-p1;Tb927.10.6120:mRNA-p1,14.974440235849299,14.842457962320825,14.645998410421281,15.130859756781591,14.982060166999595,14.80570550125507,"Peptidase M76 family, putative"
122,Tb11.v5.0208,Tb11.v5.0208.1-p1;Tb927.5.310:mRNA-p1,18.956699536326777,18.96793940816596,18.874368770366967,18.801358463889823,18.786676239389553,18.831331118043543,"invariant surface glycoprotein, putative"
123,Tb11.v5.0210,Tb11.v5.0210.1-p1;Tb927.5.286b:mRNA-p1,14.151273478964997,14.472709801022376,14.200940350190997,13.958537316765515,14.381261200105586,14.032513932602939,adenosine transporter 1
124,Tb11.v5.0213,Tb11.v5.0213.1-p1;Tb927.5.291b:mRNA-p1,20.14387673650203,19.80654254216017,20.159512914089394,19.972602633066362,20.25258733555218,20.297311770708227,"variant surface glycoprotein (VSG)-related, putative"
125,Tb11.v5.0214,Tb11.v5.0214.1-p1;Tb927.5.295b:mRNA-p1,20.92964173614048,20.869620480726756,20.844291237711815,20.91415763089523,20.867419489042874,20.786922264603472,retrotransposon hotspot (RHS) protein 1
126,Tb11.v5.0215,Tb11.v5.0215.1-p1;Tb927.5.300:mRNA-p1;Tb927.5.300b:mRNA-p1,18.203025621003704,18.39580134851644,18.214962343061302,17.917726441864477,17.90209748872744,17.866451123666717,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein, putative"
127,Tb11.v5.0216,Tb11.v5.0216.1-p1;Tb927.5.309b:mRNA-p1,20.278448749241907,20.17766528056379,20.185543620250773,20.203573537898013,20.186088843164125,20.198489555437657,"invariant surface glycoprotein, putative"
128,Tb11.v5.0218,Tb11.v5.0218.1-p1;Tb927.5.500:mRNA-p1,19.55601470999247,19.496057466276987,19.51980707445588,19.374079523479892,19.563223159913417,19.666892091600005,"hypothetical protein, conserved"
129,Tb11.v5.0219,Tb11.v5.0219.1-p1;Tb927.5.490:mRNA-p1,17.096361604052017,17.35314588301181,16.9406176577359,17.196308704689518,17.18725389520096,17.1281184898732,"methyltransferase, putative"
131,Tb11.v5.0226,Tb11.v5.0226.1-p1;Tb927.5.410:mRNA-p1,14.427514135472366,14.72640122335055,14.311206719419795,14.187955041661086,14.226597993291687,14.106217227781842,"invariant surface glycoprotein, putative"
132,Tb11.v5.0228,Tb11.v5.0228.1-p1;Tb927.5.390:mRNA-p1,20.28885593828938,20.30512185056823,20.25964629925103,20.390835711351464,20.279438002536406,20.25003466221502,"75 kDa invariant surface glycoprotein, putative"
133,Tb11.v5.0230,Tb11.v5.0230.1-p1;Tb927.5.370:mRNA-p1,17.796189958327016,18.217179409000117,18.132854573603662,17.971943956216258,17.90605015828201,18.02784290589183,"75 kDa invariant surface glycoprotein, putative"
134,Tb11.v5.0231,Tb11.v5.0231.1-p1;Tb927.5.360:mRNA-p1,19.681100048137875,19.50684797907802,19.620160524146236,19.852264891177974,19.72288672649773,19.719201104049652,75 kDa invariant surface glycoprotein
135,Tb11.v5.0232,Tb11.v5.0232.1-p1;Tb927.10.5250:mRNA-p1,17.98888695669017,17.787983739144238,17.911236442849713,17.875938195963847,17.747742674366304,17.80842857867334,"zinc finger protein family member, putative"
136,Tb11.v5.0233,Tb11.v5.0233.1-p1;Tb927.10.5240:mRNA-p1,14.700308899560051,15.29759976700248,14.425534659627433,14.627830191238422,15.020295166949353,14.922784905842684,"cAMP binding protein, putative"
138,Tb11.v5.0237,Tb11.v5.0237.1-p1;Tb927.10.5200:mRNA-p1,15.693903563947398,15.917511303652617,15.582588449085613,15.890760325253591,16.01018096562168,15.86382802199644,"hypothetical protein, conserved"
139,Tb11.v5.0243,Tb11.v5.0243.1-p1;Tb11.v5.1060.1-p1;Tb927.10.5330:mRNA-p1;Tb927.10.5340:mRNA-p1,23.26180110719531,23.23784976872883,23.23100798659755,23.536343035448418,23.47509154942635,23.511895947307487,"40S ribosomal protein S18, putative"
140,Tb11.v5.0245,Tb11.v5.0245.1-p1;Tb927.10.5310:mRNA-p1,15.535632774414415,15.600795392821624,15.088373697502897,15.257500353177429,15.48180214105143,15.519923782930023,"AMP-activated kinase, alpha 1"
141,Tb11.v5.0246,Tb11.v5.0246.1-p1;Tb927.10.5300:mRNA-p1,18.815960180917198,18.957513113575263,18.874455453048075,18.94153196253674,18.973822065527603,19.11690423202574,"eukaryotic translation initiation factor 6 (eIF-6), putative"
142,Tb11.v5.0248,Tb11.v5.0248.1-p1;Tb927.10.5280:mRNA-p1,15.959625880638423,15.992594197501838,15.689235442889698,15.709661473115428,15.981078846072796,16.004714244977624,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
144,Tb11.v5.0252,Tb11.v5.0252.1-p1;Tb927.11.7310:mRNA-p1,17.102592485754187,17.451624031234914,17.186371201547733,17.32341353517452,17.42975891899428,17.464433823139796,"RNA binding protein, putative"
145,Tb11.v5.0253,Tb11.v5.0253.1-p1;Tb927.11.7300:mRNA-p1,17.47364085240531,17.44883342653031,17.298865261567155,17.402413072437636,17.43952972814013,17.297137377660135,"major facilitator superfamily, putative"
146,Tb11.v5.0254,Tb11.v5.0254.1-p1;Tb927.11.7290:mRNA-p1,17.60005728619854,17.659233780390768,17.400479485568233,17.718682849393392,17.855655339495836,17.764097510202156,"pantothenate kinase subunit, putative"
147,Tb11.v5.0255,Tb11.v5.0255.1-p1;Tb927.11.7280:mRNA-p1,16.933635461885377,17.342508501476782,16.90877301270906,16.695012651872887,16.901439697236626,16.87998962936819,"DNA-direcetd RNA polymerase II, subunit 9, putative"
148,Tb11.v5.0256,Tb11.v5.0256.1-p1;Tb927.11.7270:mRNA-p1,19.52916922483341,19.617376436636093,19.626188607941156,19.43635330520278,19.539757556325817,19.448334756326094,"proteasome beta 3 subunit, putative"
